text|ministry
chai's structure and pacing are disconcertingly slack .|0
to be oblivious to the existence of this film would be very sweet indeed .|0
the director , with his fake backdrops and stately pacing , never settles on a consistent tone .|0
one just waits grimly for the next shock without developing much attachment to the characters .|0
instead of panoramic sweep , kapur gives us episodic choppiness , undermining the story's emotional thrust .|0
the director seems to take an unseemly pleasure in [the characters'] misery and at the same time to congratulate himself for having the guts to confront it .|0
this dubious product of a college-spawned ( colgate u . ) comedy ensemble known as broken lizard plays like a mix of cheech and chong and chips .|0
the movie doesn't think much of its characters , its protagonist , or of us .|0
super troopers is an odd amalgam of comedy genres , existing somewhere between the often literal riffs of early zucker brothers/abrahams films , and the decidedly foul stylings of their post-modern contemporaries , the farrelly brothers .|0
 . . . will always be remembered for the 9-11 terrorist attacks . after seeing the film , i can tell you that there's no other reason why anyone should bother remembering it .|0
made me feel uneasy , even queasy , because [solondz's] cool compassion is on the border of bemused contempt .|0
as a kind of colorful , dramatized pbs program , frida gets the job done . but , for that , why not watch a documentary ?|0
with minimal imagination , you could restage the whole thing in your bathtub .|0
nights feels more like a quickie tv special than a feature film . . . it's not even a tv special you'd bother watching past the second commercial break .|0
although . . . visually striking and slickly staged , it's also cold , grey , antiseptic and emotionally desiccated .|0
you can see where big bad love is trying to go , but it never quite gets there .|0
friday after next is the kind of film that could only be made by african-americans because of its broad racial insensitivity towards african-americans .|0
it's not as awful as some of the recent hollywood trip tripe . . . but it's far from a groundbreaking endeavor .|0
the only thing " swept away " is the one hour and thirty-three minutes spent watching this waste of time .|0
one-sided documentary offers simplistic explanations to a very complex situation . . . . stylistically , the movie is a disaster .|0
the corpse count ultimately overrides what little we learn along the way about vicarious redemption .|0
as violent , profane and exploitative as the most offensive action flick you've ever seen .|0
egoyan's work often elegantly considers various levels of reality and uses shifting points of view , but here he has constructed a film so labyrinthine that it defeats his larger purpose .|0
life or something like it has its share of high points , but it misses too many opportunities .|0
this is a truly , truly bad movie .|0
despite bearing the paramount imprint , it's a bargain-basement european pickup . what's hard to understand is why anybody picked it up . wiser souls would have tactfully pretended not to see it and left it lying ther|0
believability wasn't one of the film's virtues .|0
sewer rats could watch this movie and be so skeeved out that they'd need a shower .|0
the santa clause 2's plot may sound like it was co-written by mattel executives and lobbyists for the tinsel industry .|0
his best film remains his shortest , the hole , which makes many of the points that this film does but feels less repetitive .|0
